lnN lnDN
8.855235623206967333e+00 3.465735902799726542e+00
8.850660919017151684e+00 3.610917912644224348e+00
8.845345196421732226e+00 3.737669618283368411e+00
8.839276690585350593e+00 3.367295829986474143e+00
8.835064935031075706e+00 3.295836866004329124e+00
8.831127635012084198e+00 3.332204510175203804e+00
8.827028068509152448e+00 3.828641396489095072e+00
8.820256365906320895e+00 3.496507561466480229e+00
8.815370000960660590e+00 3.367295829986474143e+00
8.811056122943099922e+00 3.433987204485146272e+00
8.806424063857868134e+00 3.367295829986474143e+00
8.802071336535284729e+00 3.663561646129646299e+00
8.796187635470452904e+00 3.555348061489413514e+00
8.790877754224164065e+00 3.332204510175203804e+00
8.786609455061125118e+00 3.258096538021482136e+00
8.782629654920699025e+00 3.526360524616161563e+00
8.777401286867263508e+00 3.713572066704307950e+00
8.771059915373287552e+00 3.401197381662155461e+00
8.766394277049736061e+00 3.044522437723423014e+00
8.763115329619786564e+00 3.044522437723423014e+00
8.759825595314294944e+00 3.555348061489413514e+00
8.754318540250865865e+00 3.044522437723423014e+00
8.750999690898700223e+00 3.295836866004329124e+00
8.746716349694485970e+00 3.295836866004329124e+00
8.742414582525412925e+00 3.737669618283368411e+00
8.735685944515019230e+00 3.044522437723423014e+00
8.732304571033182583e+00 3.713572066704307950e+00
8.725669705687042921e+00 3.663561646129646299e+00
8.719317375506371093e+00 3.178053830347945752e+00
8.715388097366481901e+00 3.332204510175203804e+00
8.710784340468423537e+00 3.526360524616161563e+00
8.705165419719007147e+00 3.433987204485146272e+00
8.700014623251842494e+00 3.433987204485146272e+00
8.694837158659080245e+00 3.295836866004329124e+00
8.690305809124883041e+00 3.401197381662155461e+00
8.685246776412487435e+00 3.583518938456109915e+00
8.679141958402254886e+00 3.332204510175203804e+00
8.674367865788235932e+00 3.433987204485146272e+00
8.669055540725484121e+00 3.258096538021482136e+00
8.664578178329295000e+00 3.367295829986474143e+00
8.659560432703159449e+00 3.401197381662155461e+00
8.654343029563470679e+00 3.091042453358316067e+00
8.650499558724462190e+00 3.401197381662155461e+00
8.645234541297121211e+00 2.995732273553990854e+00
8.641709066113804738e+00 2.890371757896164517e+00
8.638525476583762241e+00 3.526360524616161563e+00
8.632484235750972346e+00 3.433987204485146272e+00
8.626944055375355802e+00 3.332204510175203804e+00
8.621913502186639988e+00 2.639057329615258407e+00
8.619388703730907153e+00 3.135494215929149675e+00
8.615226931687603340e+00 3.433987204485146272e+00
