Thoi_gian N_t Toc_do
3.000000000000000000e+01 8.605000000000000000e+04 4.150000000000000000e+02
3.100000000000000000e+01 8.563500000000000000e+04 4.510000000000000000e+02
3.200000000000000000e+01 8.518400000000000000e+04 4.310000000000000000e+02
3.300000000000000000e+01 8.475300000000000000e+04 4.110000000000000000e+02
3.400000000000000000e+01 8.434200000000000000e+04 4.090000000000000000e+02
3.500000000000000000e+01 8.393300000000000000e+04 4.200000000000000000e+02
3.600000000000000000e+01 8.351300000000000000e+04 3.930000000000000000e+02
3.700000000000000000e+01 8.312000000000000000e+04 4.270000000000000000e+02
3.800000000000000000e+01 8.269300000000000000e+04 3.790000000000000000e+02
3.900000000000000000e+01 8.231400000000000000e+04 4.160000000000000000e+02
4.000000000000000000e+01 8.189800000000000000e+04 4.170000000000000000e+02
4.100000000000000000e+01 8.148100000000000000e+04 4.130000000000000000e+02
4.200000000000000000e+01 8.106800000000000000e+04 4.230000000000000000e+02
4.300000000000000000e+01 8.064500000000000000e+04 4.550000000000000000e+02
4.400000000000000000e+01 8.019000000000000000e+04 3.980000000000000000e+02
4.500000000000000000e+01 7.979200000000000000e+04 4.200000000000000000e+02
4.600000000000000000e+01 7.937200000000000000e+04 3.860000000000000000e+02
4.700000000000000000e+01 7.898600000000000000e+04 3.850000000000000000e+02
4.800000000000000000e+01 7.860100000000000000e+04 4.100000000000000000e+02
4.900000000000000000e+01 7.819100000000000000e+04 3.830000000000000000e+02
5.000000000000000000e+01 7.780800000000000000e+04 4.150000000000000000e+02
5.100000000000000000e+01 7.739300000000000000e+04 3.600000000000000000e+02
5.200000000000000000e+01 7.703300000000000000e+04 3.830000000000000000e+02
5.300000000000000000e+01 7.665000000000000000e+04 3.630000000000000000e+02
5.400000000000000000e+01 7.628700000000000000e+04 3.820000000000000000e+02
5.500000000000000000e+01 7.590500000000000000e+04 3.610000000000000000e+02
5.600000000000000000e+01 7.554400000000000000e+04 3.550000000000000000e+02
5.700000000000000000e+01 7.518900000000000000e+04 3.840000000000000000e+02
5.800000000000000000e+01 7.480500000000000000e+04 3.690000000000000000e+02
5.900000000000000000e+01 7.443600000000000000e+04 4.070000000000000000e+02
6.000000000000000000e+01 7.402900000000000000e+04 3.510000000000000000e+02
6.100000000000000000e+01 7.367800000000000000e+04 3.560000000000000000e+02
6.200000000000000000e+01 7.332200000000000000e+04 3.830000000000000000e+02
6.300000000000000000e+01 7.293900000000000000e+04 4.070000000000000000e+02
6.400000000000000000e+01 7.253200000000000000e+04 3.690000000000000000e+02
6.500000000000000000e+01 7.216300000000000000e+04 3.660000000000000000e+02
6.600000000000000000e+01 7.179700000000000000e+04 4.080000000000000000e+02
6.700000000000000000e+01 7.138900000000000000e+04 3.630000000000000000e+02
6.800000000000000000e+01 7.102600000000000000e+04 3.490000000000000000e+02
6.900000000000000000e+01 7.067700000000000000e+04 3.630000000000000000e+02
7.000000000000000000e+01 7.031400000000000000e+04 3.510000000000000000e+02
7.100000000000000000e+01 6.996300000000000000e+04 3.610000000000000000e+02
7.200000000000000000e+01 6.960200000000000000e+04 3.540000000000000000e+02
7.300000000000000000e+01 6.924800000000000000e+04 3.200000000000000000e+02
7.400000000000000000e+01 6.892800000000000000e+04 3.310000000000000000e+02
7.500000000000000000e+01 6.859700000000000000e+04 3.370000000000000000e+02
7.600000000000000000e+01 6.826000000000000000e+04 3.260000000000000000e+02
7.700000000000000000e+01 6.793400000000000000e+04 3.310000000000000000e+02
7.800000000000000000e+01 6.760300000000000000e+04 3.510000000000000000e+02
7.900000000000000000e+01 6.725200000000000000e+04 3.470000000000000000e+02
8.000000000000000000e+01 6.690500000000000000e+04 3.150000000000000000e+02
8.100000000000000000e+01 6.659000000000000000e+04 3.630000000000000000e+02
8.200000000000000000e+01 6.622700000000000000e+04 3.530000000000000000e+02
8.300000000000000000e+01 6.587400000000000000e+04 3.010000000000000000e+02
8.400000000000000000e+01 6.557300000000000000e+04 3.170000000000000000e+02
8.500000000000000000e+01 6.525600000000000000e+04 3.060000000000000000e+02
8.600000000000000000e+01 6.495000000000000000e+04 3.100000000000000000e+02
8.700000000000000000e+01 6.464000000000000000e+04 3.490000000000000000e+02
8.800000000000000000e+01 6.429100000000000000e+04 3.470000000000000000e+02
8.900000000000000000e+01 6.394400000000000000e+04 3.000000000000000000e+02
9.000000000000000000e+01 6.364400000000000000e+04 2.970000000000000000e+02
9.100000000000000000e+01 6.334700000000000000e+04 3.200000000000000000e+02
9.200000000000000000e+01 6.302700000000000000e+04 3.030000000000000000e+02
9.300000000000000000e+01 6.272400000000000000e+04 3.620000000000000000e+02
9.400000000000000000e+01 6.236200000000000000e+04 3.160000000000000000e+02
9.500000000000000000e+01 6.204600000000000000e+04 3.150000000000000000e+02
9.600000000000000000e+01 6.173100000000000000e+04 3.290000000000000000e+02
9.700000000000000000e+01 6.140200000000000000e+04 2.940000000000000000e+02
9.800000000000000000e+01 6.110800000000000000e+04 2.870000000000000000e+02
9.900000000000000000e+01 6.082100000000000000e+04 3.020000000000000000e+02
1.000000000000000000e+02 6.051900000000000000e+04 3.080000000000000000e+02
1.010000000000000000e+02 6.021100000000000000e+04 2.890000000000000000e+02
1.020000000000000000e+02 5.992200000000000000e+04 2.880000000000000000e+02
1.030000000000000000e+02 5.963400000000000000e+04 2.970000000000000000e+02
1.040000000000000000e+02 5.933700000000000000e+04 2.910000000000000000e+02
1.050000000000000000e+02 5.904600000000000000e+04 3.140000000000000000e+02
1.060000000000000000e+02 5.873200000000000000e+04 3.090000000000000000e+02
1.070000000000000000e+02 5.842300000000000000e+04 3.110000000000000000e+02
1.080000000000000000e+02 5.811200000000000000e+04 2.980000000000000000e+02
1.090000000000000000e+02 5.781400000000000000e+04 2.850000000000000000e+02
1.100000000000000000e+02 5.752900000000000000e+04 2.960000000000000000e+02
1.110000000000000000e+02 5.723300000000000000e+04 3.060000000000000000e+02
1.120000000000000000e+02 5.692700000000000000e+04 2.860000000000000000e+02
1.130000000000000000e+02 5.664100000000000000e+04 3.020000000000000000e+02
1.140000000000000000e+02 5.633900000000000000e+04 2.640000000000000000e+02
1.150000000000000000e+02 5.607500000000000000e+04 2.700000000000000000e+02
1.160000000000000000e+02 5.580500000000000000e+04 2.680000000000000000e+02
1.170000000000000000e+02 5.553700000000000000e+04 2.360000000000000000e+02
1.180000000000000000e+02 5.530100000000000000e+04 3.070000000000000000e+02
1.190000000000000000e+02 5.499400000000000000e+04 3.110000000000000000e+02
1.200000000000000000e+02 5.468300000000000000e+04 2.810000000000000000e+02
1.210000000000000000e+02 5.440200000000000000e+04 2.910000000000000000e+02
1.220000000000000000e+02 5.411100000000000000e+04 2.730000000000000000e+02
1.230000000000000000e+02 5.383800000000000000e+04 2.710000000000000000e+02
1.240000000000000000e+02 5.356700000000000000e+04 2.670000000000000000e+02
1.250000000000000000e+02 5.330000000000000000e+04 2.680000000000000000e+02
1.260000000000000000e+02 5.303200000000000000e+04 2.540000000000000000e+02
1.270000000000000000e+02 5.277800000000000000e+04 2.690000000000000000e+02
1.280000000000000000e+02 5.250900000000000000e+04 2.600000000000000000e+02
1.290000000000000000e+02 5.224900000000000000e+04 2.280000000000000000e+02
1.300000000000000000e+02 5.202100000000000000e+04 2.660000000000000000e+02
1.310000000000000000e+02 5.175500000000000000e+04 2.720000000000000000e+02
1.320000000000000000e+02 5.148300000000000000e+04 2.630000000000000000e+02
1.330000000000000000e+02 5.122000000000000000e+04 2.310000000000000000e+02
1.340000000000000000e+02 5.098900000000000000e+04 2.540000000000000000e+02
1.350000000000000000e+02 5.073500000000000000e+04 2.540000000000000000e+02
1.360000000000000000e+02 5.048100000000000000e+04 2.400000000000000000e+02
1.370000000000000000e+02 5.024100000000000000e+04 2.680000000000000000e+02
1.380000000000000000e+02 4.997300000000000000e+04 2.250000000000000000e+02
1.390000000000000000e+02 4.974800000000000000e+04 2.570000000000000000e+02
1.400000000000000000e+02 4.949100000000000000e+04 2.700000000000000000e+02
1.410000000000000000e+02 4.922100000000000000e+04 2.270000000000000000e+02
1.420000000000000000e+02 4.899400000000000000e+04 2.340000000000000000e+02
1.430000000000000000e+02 4.876000000000000000e+04 2.450000000000000000e+02
1.440000000000000000e+02 4.851500000000000000e+04 2.410000000000000000e+02
1.450000000000000000e+02 4.827400000000000000e+04 2.390000000000000000e+02
1.460000000000000000e+02 4.803500000000000000e+04 2.360000000000000000e+02
1.470000000000000000e+02 4.779900000000000000e+04 2.280000000000000000e+02
1.480000000000000000e+02 4.757100000000000000e+04 2.160000000000000000e+02
1.490000000000000000e+02 4.735500000000000000e+04 2.260000000000000000e+02
1.500000000000000000e+02 4.712900000000000000e+04 2.680000000000000000e+02
1.510000000000000000e+02 4.686100000000000000e+04 2.770000000000000000e+02
1.520000000000000000e+02 4.658400000000000000e+04 2.380000000000000000e+02
1.530000000000000000e+02 4.634600000000000000e+04 2.350000000000000000e+02
1.540000000000000000e+02 4.611100000000000000e+04 2.360000000000000000e+02
1.550000000000000000e+02 4.587500000000000000e+04 2.360000000000000000e+02
1.560000000000000000e+02 4.563900000000000000e+04 2.280000000000000000e+02
1.570000000000000000e+02 4.541100000000000000e+04 2.290000000000000000e+02
1.580000000000000000e+02 4.518200000000000000e+04 2.360000000000000000e+02
1.590000000000000000e+02 4.494600000000000000e+04 2.160000000000000000e+02
1.600000000000000000e+02 4.473000000000000000e+04 2.380000000000000000e+02
1.610000000000000000e+02 4.449200000000000000e+04 2.200000000000000000e+02
1.620000000000000000e+02 4.427200000000000000e+04 2.110000000000000000e+02
1.630000000000000000e+02 4.406100000000000000e+04 2.110000000000000000e+02
1.640000000000000000e+02 4.385000000000000000e+04 2.240000000000000000e+02
1.650000000000000000e+02 4.362600000000000000e+04 2.050000000000000000e+02
1.660000000000000000e+02 4.342100000000000000e+04 1.740000000000000000e+02
1.670000000000000000e+02 4.324700000000000000e+04 2.120000000000000000e+02
1.680000000000000000e+02 4.303500000000000000e+04 1.900000000000000000e+02
1.690000000000000000e+02 4.284500000000000000e+04 2.040000000000000000e+02
1.700000000000000000e+02 4.264100000000000000e+04 2.260000000000000000e+02
1.710000000000000000e+02 4.241500000000000000e+04 2.290000000000000000e+02
1.720000000000000000e+02 4.218600000000000000e+04 2.020000000000000000e+02
1.730000000000000000e+02 4.198400000000000000e+04 1.960000000000000000e+02
1.740000000000000000e+02 4.178800000000000000e+04 2.190000000000000000e+02
1.750000000000000000e+02 4.156900000000000000e+04 2.420000000000000000e+02
1.760000000000000000e+02 4.132700000000000000e+04 1.880000000000000000e+02
1.770000000000000000e+02 4.113900000000000000e+04 1.930000000000000000e+02
1.780000000000000000e+02 4.094600000000000000e+04 1.970000000000000000e+02
1.790000000000000000e+02 4.074900000000000000e+04 2.130000000000000000e+02
1.800000000000000000e+02 4.053600000000000000e+04 2.150000000000000000e+02
1.810000000000000000e+02 4.032100000000000000e+04 2.040000000000000000e+02
1.820000000000000000e+02 4.011700000000000000e+04 2.150000000000000000e+02
1.830000000000000000e+02 3.990200000000000000e+04 1.950000000000000000e+02
1.840000000000000000e+02 3.970700000000000000e+04 2.040000000000000000e+02
1.850000000000000000e+02 3.950300000000000000e+04 2.100000000000000000e+02
1.860000000000000000e+02 3.929300000000000000e+04 1.930000000000000000e+02
1.870000000000000000e+02 3.910000000000000000e+04 1.800000000000000000e+02
1.880000000000000000e+02 3.892000000000000000e+04 1.670000000000000000e+02
1.890000000000000000e+02 3.875300000000000000e+04 1.910000000000000000e+02
1.900000000000000000e+02 3.856200000000000000e+04 1.910000000000000000e+02
1.910000000000000000e+02 3.837100000000000000e+04 1.900000000000000000e+02
1.920000000000000000e+02 3.818100000000000000e+04 2.010000000000000000e+02
1.930000000000000000e+02 3.798000000000000000e+04 1.930000000000000000e+02
1.940000000000000000e+02 3.778700000000000000e+04 1.800000000000000000e+02
1.950000000000000000e+02 3.760700000000000000e+04 1.790000000000000000e+02
1.960000000000000000e+02 3.742800000000000000e+04 1.810000000000000000e+02
1.970000000000000000e+02 3.724700000000000000e+04 2.040000000000000000e+02
1.980000000000000000e+02 3.704300000000000000e+04 1.820000000000000000e+02
1.990000000000000000e+02 3.686100000000000000e+04 1.880000000000000000e+02
2.000000000000000000e+02 3.667300000000000000e+04 1.740000000000000000e+02
2.010000000000000000e+02 3.649900000000000000e+04 1.840000000000000000e+02
2.020000000000000000e+02 3.631500000000000000e+04 1.530000000000000000e+02
2.030000000000000000e+02 3.616200000000000000e+04 1.660000000000000000e+02
2.040000000000000000e+02 3.599600000000000000e+04 1.720000000000000000e+02
2.050000000000000000e+02 3.582400000000000000e+04 1.750000000000000000e+02
2.060000000000000000e+02 3.564900000000000000e+04 1.460000000000000000e+02
2.070000000000000000e+02 3.550300000000000000e+04 1.660000000000000000e+02
2.080000000000000000e+02 3.533700000000000000e+04 1.590000000000000000e+02
2.090000000000000000e+02 3.517800000000000000e+04 1.830000000000000000e+02
2.100000000000000000e+02 3.499500000000000000e+04 1.820000000000000000e+02
2.110000000000000000e+02 3.481300000000000000e+04 1.660000000000000000e+02
2.120000000000000000e+02 3.464700000000000000e+04 1.690000000000000000e+02
2.130000000000000000e+02 3.447800000000000000e+04 1.910000000000000000e+02
2.140000000000000000e+02 3.428700000000000000e+04 1.730000000000000000e+02
2.150000000000000000e+02 3.411400000000000000e+04 1.700000000000000000e+02
2.160000000000000000e+02 3.394400000000000000e+04 1.700000000000000000e+02
2.170000000000000000e+02 3.377400000000000000e+04 1.610000000000000000e+02
2.180000000000000000e+02 3.361300000000000000e+04 1.440000000000000000e+02
2.190000000000000000e+02 3.346900000000000000e+04 1.590000000000000000e+02
2.200000000000000000e+02 3.331000000000000000e+04 1.490000000000000000e+02
2.210000000000000000e+02 3.316100000000000000e+04 1.590000000000000000e+02
2.220000000000000000e+02 3.300200000000000000e+04 1.520000000000000000e+02
2.230000000000000000e+02 3.285000000000000000e+04 1.900000000000000000e+02
2.240000000000000000e+02 3.266000000000000000e+04 1.650000000000000000e+02
2.250000000000000000e+02 3.249500000000000000e+04 1.750000000000000000e+02
2.260000000000000000e+02 3.232000000000000000e+04 1.480000000000000000e+02
2.270000000000000000e+02 3.217200000000000000e+04 1.880000000000000000e+02
2.280000000000000000e+02 3.198400000000000000e+04 1.500000000000000000e+02
2.290000000000000000e+02 3.183400000000000000e+04 1.450000000000000000e+02
2.300000000000000000e+02 3.168900000000000000e+04 1.490000000000000000e+02
2.310000000000000000e+02 3.154000000000000000e+04 1.470000000000000000e+02
2.320000000000000000e+02 3.139300000000000000e+04 1.540000000000000000e+02
2.330000000000000000e+02 3.123900000000000000e+04 1.440000000000000000e+02
2.340000000000000000e+02 3.109500000000000000e+04 1.600000000000000000e+02
2.350000000000000000e+02 3.093500000000000000e+04 1.580000000000000000e+02
2.360000000000000000e+02 3.077700000000000000e+04 1.600000000000000000e+02
2.370000000000000000e+02 3.061700000000000000e+04 1.650000000000000000e+02
2.380000000000000000e+02 3.045200000000000000e+04 1.400000000000000000e+02
2.390000000000000000e+02 3.031200000000000000e+04 1.440000000000000000e+02
2.400000000000000000e+02 3.016800000000000000e+04 1.440000000000000000e+02
2.410000000000000000e+02 3.002400000000000000e+04 1.590000000000000000e+02
2.420000000000000000e+02 2.986500000000000000e+04 1.610000000000000000e+02
2.430000000000000000e+02 2.970400000000000000e+04 1.460000000000000000e+02
2.440000000000000000e+02 2.955800000000000000e+04 1.560000000000000000e+02
2.450000000000000000e+02 2.940200000000000000e+04 1.460000000000000000e+02
2.460000000000000000e+02 2.925600000000000000e+04 1.400000000000000000e+02
2.470000000000000000e+02 2.911600000000000000e+04 1.520000000000000000e+02
2.480000000000000000e+02 2.896400000000000000e+04 1.480000000000000000e+02
2.490000000000000000e+02 2.881600000000000000e+04 1.470000000000000000e+02
2.500000000000000000e+02 2.866900000000000000e+04 1.610000000000000000e+02
2.510000000000000000e+02 2.850800000000000000e+04 1.260000000000000000e+02
2.520000000000000000e+02 2.838200000000000000e+04 1.550000000000000000e+02
2.530000000000000000e+02 2.822700000000000000e+04 1.250000000000000000e+02
2.540000000000000000e+02 2.810200000000000000e+04 1.440000000000000000e+02
2.550000000000000000e+02 2.795800000000000000e+04 1.470000000000000000e+02
2.560000000000000000e+02 2.781100000000000000e+04 1.540000000000000000e+02
2.570000000000000000e+02 2.765700000000000000e+04 1.380000000000000000e+02
2.580000000000000000e+02 2.751900000000000000e+04 1.610000000000000000e+02
2.590000000000000000e+02 2.735800000000000000e+04 1.530000000000000000e+02
2.600000000000000000e+02 2.720500000000000000e+04 1.350000000000000000e+02
2.610000000000000000e+02 2.707000000000000000e+04 1.200000000000000000e+02
2.620000000000000000e+02 2.695000000000000000e+04 1.320000000000000000e+02
2.630000000000000000e+02 2.681800000000000000e+04 1.790000000000000000e+02
2.640000000000000000e+02 2.663900000000000000e+04 1.360000000000000000e+02
2.650000000000000000e+02 2.650300000000000000e+04 1.290000000000000000e+02
2.660000000000000000e+02 2.637400000000000000e+04 1.370000000000000000e+02
2.670000000000000000e+02 2.623700000000000000e+04 1.460000000000000000e+02
2.680000000000000000e+02 2.609100000000000000e+04 1.320000000000000000e+02
2.690000000000000000e+02 2.595900000000000000e+04 1.280000000000000000e+02
2.700000000000000000e+02 2.583100000000000000e+04 1.280000000000000000e+02
2.710000000000000000e+02 2.570300000000000000e+04 1.380000000000000000e+02
2.720000000000000000e+02 2.556500000000000000e+04 1.380000000000000000e+02
2.730000000000000000e+02 2.542700000000000000e+04 1.120000000000000000e+02
2.740000000000000000e+02 2.531500000000000000e+04 1.350000000000000000e+02
2.750000000000000000e+02 2.518000000000000000e+04 1.290000000000000000e+02
2.760000000000000000e+02 2.505100000000000000e+04 1.240000000000000000e+02
2.770000000000000000e+02 2.492700000000000000e+04 1.210000000000000000e+02
2.780000000000000000e+02 2.480600000000000000e+04 1.320000000000000000e+02
2.790000000000000000e+02 2.467400000000000000e+04 1.230000000000000000e+02
2.800000000000000000e+02 2.455100000000000000e+04 1.230000000000000000e+02
2.810000000000000000e+02 2.442800000000000000e+04 1.210000000000000000e+02
2.820000000000000000e+02 2.430700000000000000e+04 1.430000000000000000e+02
2.830000000000000000e+02 2.416400000000000000e+04 1.390000000000000000e+02
2.840000000000000000e+02 2.402500000000000000e+04 1.210000000000000000e+02
2.850000000000000000e+02 2.390400000000000000e+04 1.140000000000000000e+02
2.860000000000000000e+02 2.379000000000000000e+04 9.800000000000000000e+01
2.870000000000000000e+02 2.369200000000000000e+04 1.350000000000000000e+02
2.880000000000000000e+02 2.355700000000000000e+04 1.340000000000000000e+02
2.890000000000000000e+02 2.342300000000000000e+04 1.300000000000000000e+02
2.900000000000000000e+02 2.329300000000000000e+04 1.150000000000000000e+02
2.910000000000000000e+02 2.317800000000000000e+04 1.240000000000000000e+02
2.920000000000000000e+02 2.305400000000000000e+04 1.250000000000000000e+02
2.930000000000000000e+02 2.292900000000000000e+04 1.120000000000000000e+02
2.940000000000000000e+02 2.281700000000000000e+04 1.030000000000000000e+02
2.950000000000000000e+02 2.271400000000000000e+04 9.700000000000000000e+01
2.960000000000000000e+02 2.261700000000000000e+04 1.110000000000000000e+02
2.970000000000000000e+02 2.250600000000000000e+04 1.150000000000000000e+02
2.980000000000000000e+02 2.239100000000000000e+04 1.070000000000000000e+02
2.990000000000000000e+02 2.228400000000000000e+04 1.090000000000000000e+02
3.000000000000000000e+02 2.217500000000000000e+04 1.290000000000000000e+02
3.010000000000000000e+02 2.204600000000000000e+04 1.370000000000000000e+02
3.020000000000000000e+02 2.190900000000000000e+04 1.170000000000000000e+02
3.030000000000000000e+02 2.179200000000000000e+04 9.700000000000000000e+01
3.040000000000000000e+02 2.169500000000000000e+04 1.270000000000000000e+02
3.050000000000000000e+02 2.156800000000000000e+04 1.120000000000000000e+02
3.060000000000000000e+02 2.145600000000000000e+04 9.100000000000000000e+01
3.070000000000000000e+02 2.136500000000000000e+04 1.050000000000000000e+02
3.080000000000000000e+02 2.126000000000000000e+04 9.800000000000000000e+01
3.090000000000000000e+02 2.116200000000000000e+04 1.080000000000000000e+02
3.100000000000000000e+02 2.105400000000000000e+04 1.020000000000000000e+02
3.110000000000000000e+02 2.095200000000000000e+04 1.280000000000000000e+02
3.120000000000000000e+02 2.082400000000000000e+04 1.150000000000000000e+02
3.130000000000000000e+02 2.070900000000000000e+04 9.800000000000000000e+01
3.140000000000000000e+02 2.061100000000000000e+04 1.100000000000000000e+02
3.150000000000000000e+02 2.050100000000000000e+04 1.020000000000000000e+02
3.160000000000000000e+02 2.039900000000000000e+04 1.110000000000000000e+02
3.170000000000000000e+02 2.028800000000000000e+04 1.090000000000000000e+02
3.180000000000000000e+02 2.017900000000000000e+04 9.000000000000000000e+01
3.190000000000000000e+02 2.008900000000000000e+04 1.000000000000000000e+02
3.200000000000000000e+02 1.998900000000000000e+04 1.030000000000000000e+02
3.210000000000000000e+02 1.988600000000000000e+04 9.000000000000000000e+01
3.220000000000000000e+02 1.979600000000000000e+04 1.120000000000000000e+02
3.230000000000000000e+02 1.968400000000000000e+04 9.800000000000000000e+01
3.240000000000000000e+02 1.958600000000000000e+04 1.010000000000000000e+02
3.250000000000000000e+02 1.948500000000000000e+04 7.500000000000000000e+01
3.260000000000000000e+02 1.941000000000000000e+04 1.050000000000000000e+02
3.270000000000000000e+02 1.930500000000000000e+04 9.700000000000000000e+01
3.280000000000000000e+02 1.920800000000000000e+04 9.700000000000000000e+01
3.290000000000000000e+02 1.911100000000000000e+04 1.040000000000000000e+02
3.300000000000000000e+02 1.900700000000000000e+04 9.400000000000000000e+01
3.310000000000000000e+02 1.891300000000000000e+04 9.900000000000000000e+01
3.320000000000000000e+02 1.881400000000000000e+04 1.080000000000000000e+02
3.330000000000000000e+02 1.870600000000000000e+04 9.200000000000000000e+01
3.340000000000000000e+02 1.861400000000000000e+04 9.200000000000000000e+01
3.350000000000000000e+02 1.852200000000000000e+04 8.700000000000000000e+01
3.360000000000000000e+02 1.843500000000000000e+04 1.050000000000000000e+02
3.370000000000000000e+02 1.833000000000000000e+04 9.700000000000000000e+01
3.380000000000000000e+02 1.823300000000000000e+04 9.500000000000000000e+01
3.390000000000000000e+02 1.813800000000000000e+04 9.800000000000000000e+01
3.400000000000000000e+02 1.804000000000000000e+04 9.600000000000000000e+01
3.410000000000000000e+02 1.794400000000000000e+04 9.800000000000000000e+01
3.420000000000000000e+02 1.784600000000000000e+04 1.050000000000000000e+02
3.430000000000000000e+02 1.774100000000000000e+04 7.800000000000000000e+01
3.440000000000000000e+02 1.766300000000000000e+04 8.200000000000000000e+01
3.450000000000000000e+02 1.758100000000000000e+04 8.900000000000000000e+01
3.460000000000000000e+02 1.749200000000000000e+04 9.100000000000000000e+01
3.470000000000000000e+02 1.740100000000000000e+04 7.900000000000000000e+01
3.480000000000000000e+02 1.732200000000000000e+04 9.200000000000000000e+01
3.490000000000000000e+02 1.723000000000000000e+04 8.600000000000000000e+01
3.500000000000000000e+02 1.714400000000000000e+04 8.900000000000000000e+01
3.510000000000000000e+02 1.705500000000000000e+04 9.500000000000000000e+01
3.520000000000000000e+02 1.696000000000000000e+04 8.700000000000000000e+01
3.530000000000000000e+02 1.687300000000000000e+04 7.400000000000000000e+01
3.540000000000000000e+02 1.679900000000000000e+04 9.200000000000000000e+01
3.550000000000000000e+02 1.670700000000000000e+04 1.010000000000000000e+02
3.560000000000000000e+02 1.660600000000000000e+04 8.900000000000000000e+01
3.570000000000000000e+02 1.651700000000000000e+04 8.400000000000000000e+01
3.580000000000000000e+02 1.643300000000000000e+04 9.100000000000000000e+01
3.590000000000000000e+02 1.634200000000000000e+04 7.700000000000000000e+01
3.600000000000000000e+02 1.626500000000000000e+04 8.200000000000000000e+01
3.610000000000000000e+02 1.618300000000000000e+04 7.400000000000000000e+01
3.620000000000000000e+02 1.610900000000000000e+04 6.200000000000000000e+01
3.630000000000000000e+02 1.604700000000000000e+04 6.900000000000000000e+01
3.640000000000000000e+02 1.597800000000000000e+04 9.100000000000000000e+01
3.650000000000000000e+02 1.588700000000000000e+04 9.300000000000000000e+01
3.660000000000000000e+02 1.579400000000000000e+04 7.400000000000000000e+01
3.670000000000000000e+02 1.572000000000000000e+04 9.000000000000000000e+01
3.680000000000000000e+02 1.563000000000000000e+04 7.800000000000000000e+01
3.690000000000000000e+02 1.555200000000000000e+04 8.200000000000000000e+01
3.700000000000000000e+02 1.547000000000000000e+04 6.300000000000000000e+01
3.710000000000000000e+02 1.540700000000000000e+04 6.700000000000000000e+01
3.720000000000000000e+02 1.534000000000000000e+04 9.100000000000000000e+01
3.730000000000000000e+02 1.524900000000000000e+04 6.800000000000000000e+01
3.740000000000000000e+02 1.518100000000000000e+04 6.400000000000000000e+01
3.750000000000000000e+02 1.511700000000000000e+04 7.100000000000000000e+01
3.760000000000000000e+02 1.504600000000000000e+04 6.100000000000000000e+01
3.770000000000000000e+02 1.498500000000000000e+04 7.600000000000000000e+01
3.780000000000000000e+02 1.490900000000000000e+04 6.300000000000000000e+01
3.790000000000000000e+02 1.484600000000000000e+04 7.700000000000000000e+01
3.800000000000000000e+02 1.476900000000000000e+04 7.400000000000000000e+01
3.810000000000000000e+02 1.469500000000000000e+04 7.300000000000000000e+01
3.820000000000000000e+02 1.462200000000000000e+04 5.500000000000000000e+01
3.830000000000000000e+02 1.456700000000000000e+04 6.900000000000000000e+01
3.840000000000000000e+02 1.449800000000000000e+04 7.400000000000000000e+01
3.850000000000000000e+02 1.442400000000000000e+04 7.600000000000000000e+01
3.860000000000000000e+02 1.434800000000000000e+04 7.300000000000000000e+01
