lnN lnDN
8.610319169405721951e+00 3.555348061489413514e+00
8.603921194926060778e+00 3.295836866004329124e+00
8.598957493218877701e+00 3.367295829986474143e+00
8.593598522618643543e+00 3.178053830347945752e+00
8.589141690728821388e+00 3.332204510175203804e+00
8.583916823459144751e+00 3.044522437723423014e+00
8.579980179515002803e+00 3.258096538021482136e+00
8.575084669832014228e+00 3.367295829986474143e+00
8.569595870209285593e+00 3.367295829986474143e+00
8.564076777315086986e+00 3.401197381662155461e+00
8.558335134747412809e+00 3.258096538021482136e+00
8.553332238032110624e+00 3.367295829986474143e+00
8.547722396451060689e+00 3.332204510175203804e+00
8.542275971783700683e+00 3.178053830347945752e+00
8.537583881063971702e+00 3.135494215929149675e+00
8.533066540572527003e+00 3.465735902799726542e+00
8.526747404221049820e+00 2.890371757896164517e+00
8.523175263093785148e+00 3.258096538021482136e+00
8.517992871586802295e+00 2.944438979166440262e+00
8.514188682395937846e+00 3.178053830347945752e+00
8.509362612301048401e+00 3.295836866004329124e+00
8.503905297089302096e+00 3.433987204485146272e+00
8.497602541651232855e+00 2.995732273553990854e+00
8.493515064061659459e+00 3.091042453358316067e+00
8.488999457045455443e+00 3.178053830347945752e+00
8.484049972822983676e+00 2.995732273553990854e+00
8.479906606630221333e+00 2.639057329615258407e+00
8.476996001664824476e+00 3.401197381662155461e+00
8.470730317005896737e+00 3.258096538021482136e+00
8.465268118551318111e+00 3.258096538021482136e+00
8.459775920546286798e+00 3.610917912644224348e+00
8.451907724717607095e+00 3.433987204485146272e+00
8.445267451844648221e+00 3.135494215929149675e+00
8.440312147080279104e+00 3.258096538021482136e+00
8.434680769841772729e+00 3.332204510175203804e+00
8.428580533059633950e+00 3.135494215929149675e+00
8.423541635334782285e+00 2.944438979166440262e+00
8.419359831067474431e+00 3.433987204485146272e+00
8.412499120301571764e+00 2.995732273553990854e+00
8.408047744155439318e+00 3.218875824868200564e+00
8.402455513945813692e+00 2.995732273553990854e+00
8.397959103492539157e+00 3.295836866004329124e+00
8.391856700104940003e+00 3.135494215929149675e+00
8.386628821395120781e+00 3.258096538021482136e+00
8.380685946761573746e+00 2.639057329615258407e+00
8.377471248241100454e+00 3.218875824868200564e+00
8.371704884667630964e+00 3.091042453358316067e+00
8.366602832783735622e+00 2.944438979166440262e+00
8.362175469149628171e+00 3.295836866004329124e+00
8.355850041007474971e+00 3.178053830347945752e+00
8.350193650720067140e+00 3.135494215929149675e+00
8.344742754417545427e+00 3.258096538021482136e+00
8.338544879988578629e+00 2.197224577336219564e+00
8.336390480591552077e+00 3.295836866004329124e+00
8.329899292995724736e+00 3.295836866004329124e+00
8.323365694436080986e+00 3.218875824868200564e+00
8.317277766221234714e+00 3.178053830347945752e+00
8.311398278436641363e+00 3.178053830347945752e+00
8.305484017727691182e+00 2.944438979166440262e+00
8.300776960851454334e+00 3.258096538021482136e+00
8.294299608857235384e+00 2.564949357461536739e+00
8.291045131081729025e+00 2.944438979166440262e+00
8.286269452783065148e+00 2.564949357461536739e+00
8.282988692742602410e+00 3.044522437723423014e+00
8.277666160851502752e+00 3.044522437723423014e+00
8.272315147956021519e+00 2.995732273553990854e+00
8.267192185932145776e+00 3.178053830347945752e+00
8.261009786023826962e+00 2.890371757896164517e+00
8.256347772918015693e+00 2.944438979166440262e+00
8.251403065380555901e+00 2.484906649788000355e+00
8.248267447446899325e+00 2.833213344056216165e+00
8.243808423665280216e+00 3.258096538021482136e+00
8.236950048061455476e+00 3.295836866004329124e+00
8.229777750081886722e+00 2.833213344056216165e+00
8.225235324101667800e+00 2.833213344056216165e+00
8.220672170297252279e+00 3.044522437723423014e+00
8.215006432761574828e+00 2.564949357461536739e+00
8.211482916445065783e+00 2.397895272798370669e+00
8.208491751740380593e+00 2.708050201102210064e+00
8.204398418149381200e+00 2.397895272798370669e+00
8.201385955238608361e+00 2.995732273553990854e+00
8.195885391314796209e+00 2.890371757896164517e+00
8.190908881182513923e+00 2.944438979166440262e+00
8.185628891147606723e+00 3.044522437723423014e+00
8.179760493699900437e+00 3.044522437723423014e+00
8.173857454773621356e+00 3.135494215929149675e+00
8.167351987056070683e+00 2.995732273553990854e+00
8.161660452056281656e+00 2.772588722239781145e+00
8.157083785028870437e+00 2.639057329615258407e+00
8.153061946801051008e+00 2.708050201102210064e+00
8.148734808937168950e+00 2.995732273553990854e+00
8.142936010432265448e+00 2.995732273553990854e+00
8.137103389639301909e+00 2.890371757896164517e+00
8.131824785007195189e+00 2.772588722239781145e+00
8.127109185346375497e+00 3.044522437723423014e+00
8.120886021092838192e+00 2.302585092994045901e+00
8.117908942383154525e+00 2.484906649788000355e+00
8.114324709155338766e+00 2.639057329615258407e+00
8.110126801941099473e+00 2.944438979166440262e+00
8.104401307921612840e+00 2.772588722239781145e+00
8.099554282376363545e+00 2.890371757896164517e+00
8.094073148069352186e+00 2.772588722239781145e+00
8.089175678837561279e+00 2.772588722239781145e+00
8.084254106307318111e+00 3.178053830347945752e+00
8.076826031298807607e+00 2.639057329615258407e+00
8.072467369354770383e+00 2.397895272798370669e+00
8.069029328774957932e+00 2.397895272798370669e+00
8.065579427282091984e+00 2.302585092994045901e+00
8.062432791583194813e+00 2.890371757896164517e+00
8.056743774975313244e+00 2.833213344056216165e+00
8.051340933292978619e+00 2.995732273553990854e+00
8.044947049617722001e+00 2.833213344056216165e+00
8.039479919100449123e+00 2.944438979166440262e+00
8.033334015880061685e+00 2.302585092994045901e+00
8.030084094267563088e+00 2.639057329615258407e+00
8.025516386489007559e+00 2.484906649788000355e+00
8.021584533455106580e+00 2.995732273553990854e+00
8.014996894348302092e+00 2.397895272798370669e+00
8.011355109161286236e+00 2.197224577336219564e+00
8.008365570312919957e+00 2.564949357461536739e+00
8.004031507852699789e+00 2.772588722239781145e+00
7.998671361015776249e+00 2.890371757896164517e+00
7.992606652400209732e+00 2.708050201102210064e+00
7.987524479848766568e+00 2.890371757896164517e+00
7.981391581580069783e+00 2.564949357461536739e+00
7.976938756959434329e+00 2.772588722239781145e+00
7.971430997769350491e+00 2.639057329615258407e+00
7.966586697638402548e+00 2.302585092994045901e+00
7.963112058979289642e+00 2.995732273553990854e+00
7.956126351213500314e+00 2.890371757896164517e+00
7.949797216161852198e+00 2.708050201102210064e+00
7.944492163932158846e+00 2.484906649788000355e+00
7.940227765145701611e+00 1.945910149055313232e+00
7.937731775260108869e+00 2.302585092994045901e+00
7.934155233536322349e+00 2.772588722239781145e+00
7.928406026180534916e+00 2.639057329615258407e+00
7.923348211930154150e+00 2.833213344056216165e+00
7.917171988845775665e+00 2.772588722239781145e+00
7.911324018963353133e+00 2.397895272798370669e+00
7.907283609426348114e+00 2.564949357461536739e+00
7.902487437162855066e+00 2.639057329615258407e+00
7.897296472595884964e+00 2.564949357461536739e+00
7.892452043520352234e+00 2.484906649788000355e+00
7.887959336599944749e+00 2.079441541679835748e+00
7.884952945759813758e+00 2.397895272798370669e+00
7.880804344674901429e+00 2.302585092994045901e+00
7.877017895622397958e+00 2.484906649788000355e+00
7.872455150063979445e+00 2.639057329615258407e+00
7.867105500316738720e+00 2.890371757896164517e+00
7.860185057472165226e+00 2.302585092994045901e+00
7.856319571406587876e+00 2.302585092994045901e+00
7.852439085357509896e+00 2.944438979166440262e+00
7.845024417241483583e+00 2.302585092994045901e+00
7.841099765422119283e+00 2.772588722239781145e+00
7.834788107388193978e+00 2.772588722239781145e+00
7.828436359157585400e+00 2.079441541679835748e+00
7.825245291431774497e+00 2.639057329615258407e+00
7.819636302367592329e+00 2.302585092994045901e+00
7.815610532035190516e+00 2.564949357461536739e+00
7.810352683724289591e+00 2.708050201102210064e+00
7.804251383528112207e+00 2.197224577336219564e+00
7.800572654670649975e+00 1.791759469228054957e+00
7.798112628829787951e+00 2.302585092994045901e+00
7.793999089503995670e+00 2.079441541679835748e+00
7.790696031174737968e+00 2.302585092994045901e+00
7.786551806428711586e+00 2.564949357461536739e+00
7.781138509845015427e+00 2.397895272798370669e+00
7.776535028185240783e+00 2.772588722239781145e+00
7.769800996003896287e+00 2.944438979166440262e+00
7.761744984658912827e+00 2.944438979166440262e+00
7.753623546559746060e+00 2.564949357461536739e+00
7.748028524432376329e+00 2.564949357461536739e+00
7.742402021815782298e+00 2.564949357461536739e+00
7.736743682453495197e+00 2.890371757896164517e+00
7.728855823852542883e+00 2.397895272798370669e+00
7.724004656676065395e+00 2.397895272798370669e+00
7.719129840906732376e+00 2.079441541679835748e+00
7.715569534520207995e+00 2.564949357461536739e+00
7.709756864454164749e+00 2.708050201102210064e+00
7.703007682479236173e+00 2.397895272798370669e+00
7.698029170272804755e+00 1.945910149055313232e+00
7.694848072384609772e+00 1.945910149055313232e+00
7.691656822810546856e+00 2.890371757896164517e+00
7.683403681053825984e+00 2.639057329615258407e+00
7.676937145818079955e+00 2.079441541679835748e+00
7.673223121121708346e+00 2.197224577336219564e+00
7.669028288589682774e+00 2.079441541679835748e+00
7.665284718471350622e+00 2.484906649788000355e+00
7.659642954564682249e+00 2.397895272798370669e+00
7.654443226470112549e+00 2.484906649788000355e+00
7.648739788956242514e+00 2.079441541679835748e+00
7.644919344958856833e+00 2.484906649788000355e+00
7.639161171659172744e+00 2.397895272798370669e+00
7.633853559681767820e+00 2.079441541679835748e+00
7.629975707027789156e+00 1.791759469228054957e+00
7.627057417018933805e+00 1.945910149055313232e+00
7.623641946511571454e+00 1.791759469228054957e+00
7.620705086838261977e+00 2.079441541679835748e+00
7.616775808698372785e+00 2.564949357461536739e+00
7.610357618312837857e+00 2.484906649788000355e+00
7.604396348796337968e+00 2.484906649788000355e+00
7.598399329323964224e+00 1.945910149055313232e+00
7.594884387216519706e+00 2.079441541679835748e+00
7.590852123688581088e+00 2.079441541679835748e+00
7.586803535162580658e+00 2.564949357461536739e+00
7.580189417944541042e+00 2.564949357461536739e+00
7.573531262745950343e+00 2.197224577336219564e+00
7.568895663406995489e+00 2.079441541679835748e+00
7.564757012905729106e+00 2.564949357461536739e+00
7.557994958530805718e+00 2.197224577336219564e+00
7.553286605600418646e+00 2.197224577336219564e+00
7.548555979169873531e+00 1.098612288668109782e+00
7.546974117516526803e+00 1.945910149055313232e+00
7.543273346705445803e+00 1.945910149055313232e+00
7.539558829301030052e+00 2.639057329615258407e+00
7.532088143541722403e+00 2.639057329615258407e+00
7.524561226285359616e+00 2.197224577336219564e+00
7.519692404116539386e+00 2.302585092994045901e+00
7.514254652816410029e+00 1.945910149055313232e+00
7.510430556378006273e+00 1.791759469228054957e+00
